date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:15:59	211190/211190	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Jun%202022%2019:53:32%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/slides/slide-v1-2.jpg	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/slides/slide-v1-2.jpg	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:15:59	1938/1938	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Jun%202022%2022:31:40%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/shapes/features-v1-shape1.png	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/shapes/features-v1-shape1.png	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:15:59	5792/5792	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Jun%202022%2023:43:04%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/resources/about-v1-signature.png	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/resources/about-v1-signature.png	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:00	1938/1938	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jun%202022%2014:48:16%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/shapes/thm-shape1.png	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/shapes/thm-shape1.png	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:01	5008/5008	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jun%202022%2014:56:20%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/shapes/services-v1-shape1.png	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/shapes/services-v1-shape1.png	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:01	2033/2033	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jun%202022%2014:58:24%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/shapes/services-v1-shape2.png	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/shapes/services-v1-shape2.png	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:01	8036/8036	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jun%202022%2015:02:56%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/shapes/services-v1-shape3.png	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/shapes/services-v1-shape3.png	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:02	429354/429354	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jun%202022%2020:52:40%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/about/about-v1-img1.png	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/about/about-v1-img1.png	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:02	5439/5439	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jun%202022%2020:03:42%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/shapes/testimonials-v1-shape2.png	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/shapes/testimonials-v1-shape2.png	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:03	6741/6741	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Jun%202022%2017:19:50%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/testimonial/testimonial-v1-1.jpg	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/testimonial/testimonial-v1-1.jpg	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:03	159600/159600	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Jun%202022%2015:14:34%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/services/instant-services-v1-img1.jpg	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/services/instant-services-v1-img1.jpg	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:03	6714/6714	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Jun%202022%2017:20:16%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/testimonial/testimonial-v1-2.jpg	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/testimonial/testimonial-v1-2.jpg	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:03	6618/6618	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Jun%202022%2017:21:00%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/testimonial/testimonial-v1-3.jpg	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/testimonial/testimonial-v1-3.jpg	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:04	25622/25622	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jun%202022%2023:40:06%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/backgrounds/fact-counter-v1-bg.png	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/backgrounds/fact-counter-v1-bg.png	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:04	75936/75936	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jun%202022%2012:05:22%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/backgrounds/events-v1-bg.png	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/backgrounds/events-v1-bg.png	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:05	36571/36571	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Jun%202022%2023:54:30%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/resources/events-v1-img1.jpg	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/resources/events-v1-img1.jpg	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:05	34996/34996	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Jun%202022%2023:55:12%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/resources/events-v1-img2.jpg	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/resources/events-v1-img2.jpg	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:05	38515/38515	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Jun%202022%2023:55:42%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/resources/events-v1-img3.jpg	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/resources/events-v1-img3.jpg	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:07	84737/84737	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Jul%202022%2022:11:08%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/team/team-v1-img1.jpg	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/team/team-v1-img1.jpg	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:07	36313/36313	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jun%202022%2021:43:58%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/team/team-v1-img2.jpg	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/team/team-v1-img2.jpg	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:08	661328/661328	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jun%202022%2012:53:54%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/backgrounds/video-v1-bg.jpg	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/backgrounds/video-v1-bg.jpg	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:08	36477/36477	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jun%202022%2021:44:52%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/team/team-v1-img3.jpg	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/team/team-v1-img3.jpg	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:09	27834/27834	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jun%202022%2014:18:58%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/backgrounds/cta-v1-bg.png	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/backgrounds/cta-v1-bg.png	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:09	47357/47357	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jun%202022%2021:45:24%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/team/team-v1-img4.jpg	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/team/team-v1-img4.jpg	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:09	7820/7820	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jun%202022%2016:24:02%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/shapes/blog-v1-shape1.png	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/shapes/blog-v1-shape1.png	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:09	64858/64858	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jun%202022%2015:28:20%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/blog/blog-v1-1.jpg	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/blog/blog-v1-1.jpg	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:10	65181/65181	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jun%202022%2015:29:04%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/blog/blog-v1-2.jpg	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/blog/blog-v1-2.jpg	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:10	38059/38059	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jun%202022%2021:23:40%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/shapes/footer-v1-shape1.png	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/shapes/footer-v1-shape1.png	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:10	81984/81984	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jun%202022%2015:29:36%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/blog/blog-v1-3.jpg	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/blog/blog-v1-3.jpg	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:11	3381/3381	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jun%202022%2016:48:26%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/footer/footer-logo-1.png	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/footer/footer-logo-1.png	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:11	2733/2733	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Jun%202022%2015:14:32%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/images/resources/mobile-nav-logo.png	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/images/resources/mobile-nav-logo.png	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:11	89501/89501	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2011%20Jan%202022%2015:35:08%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/jquery/jquery-3.6.0.min.js	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/jquery/jquery-3.6.0.min.js	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:16	80427/80427	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2011%20Jan%202022%2015:35:02%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/bootstrap/js/bootstrap.bundle.min.js	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/bootstrap/js/bootstrap.bundle.min.js	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:23	57744/57744	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2011%20Jan%202022%2015:35:04%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/bootstrap-select/js/bootstrap-select.min.js	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/bootstrap-select/js/bootstrap-select.min.js	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:26	19359/19359	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2011%20Jan%202022%2015:35:04%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/bxslider/jquery.bxslider.min.js	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/bxslider/jquery.bxslider.min.js	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:34	5097/5097	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2009%20Feb%202022%2002:03:44%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/circleType/jquery.circleType.js	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/circleType/jquery.circleType.js	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:41	924/924	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2009%20Feb%202022%2002:42:34%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/circleType/jquery.lettering.min.js	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/circleType/jquery.lettering.min.js	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:42	37779/37779	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2011%20Jan%202022%2015:35:08%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/isotope/isotope.js	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/isotope/isotope.js	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:44	2381/2381	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2011%20Jan%202022%2015:35:08%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/jquery-ajaxchimp/jquery.ajaxchimp.min.js	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/jquery-ajaxchimp/jquery.ajaxchimp.min.js	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:45	1266/1266	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2011%20Jan%202022%2015:35:08%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/jquery-appear/jquery.appear.min.js	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/jquery-appear/jquery.appear.min.js	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:47	20219/20219	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2011%20Jan%202022%2015:35:10%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/jquery-magnific-popup/jquery.magnific-popup.min.js	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/jquery-magnific-popup/jquery.magnific-popup.min.js	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:48	11224/11224	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2011%20Jan%202022%2015:35:10%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/jquery-migrate/jquery-migrate.min.js	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/jquery-migrate/jquery-migrate.min.js	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:49	21093/21093	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2011%20Jan%202022%2015:35:14%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/jquery-validate/jquery.validate.min.js	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/jquery-validate/jquery.validate.min.js	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:49	457808/457808	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2011%20Jan%202022%2015:35:14%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/jquery-ui/jquery-ui.js	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/jquery-ui/jquery-ui.js	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:50	2942/2942	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2012%20Jun%202021%2013:08:50%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/nice-select/jquery.nice-select.min.js	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/nice-select/jquery.nice-select.min.js	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:51	23883/23883	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2011%20Jan%202022%2015:35:14%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/nouislider/nouislider.min.js	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/nouislider/nouislider.min.js	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:16:51	9897/9897	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2011%20Jan%202022%2015:35:16%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/odometer/odometer.min.js	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/odometer/odometer.min.js	(from https://mehedi.asiandevelopers.com/govarnex-demo/)
22:42:12	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Sep%202025%2017:40:43%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/images/icon/bx_loader.gif	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/images/icon/bx_loader.7c.delayed	(from https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/bxslider/jquery.bxslider.css)
22:42:12	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Sep%202025%2017:40:44%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/img/bx-slider/controls.png	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/img/bx-slider/controls.png	(from https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/bxslider/jquery.bxslider.css)
22:42:13	136822/136822	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2011%20Jan%202022%2015:35:06%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-brands-400.eot	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-brands-400.eot	(from https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/css/all.min.css)
22:42:14	136822/136822	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2011%20Jan%202022%2015:35:06%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-brands-400.eot?	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-brands-400d41d.eot	(from https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/css/all.min.css)
22:42:14	78460/78460	---M--	200	added ('OK')	font/woff2	date:Tue,%2011%20Jan%202022%2015:35:06%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-brands-400.woff2	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-brands-400.woff2	(from https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/css/all.min.css)
22:42:15	92136/92136	---M--	200	added ('OK')	font/woff	date:Tue,%2011%20Jan%202022%2015:35:06%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-brands-400.woff	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-brands-400.woff	(from https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/css/all.min.css)
22:42:15	136516/136516	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2011%20Jan%202022%2015:35:06%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-brands-400.ttf	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-brands-400.ttf	(from https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/css/all.min.css)
22:42:16	34350/34350	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2011%20Jan%202022%2015:35:06%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-regular-400.eot	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-regular-400.eot	(from https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/css/all.min.css)
22:42:17	34350/34350	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2011%20Jan%202022%2015:35:06%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-regular-400.eot?	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-regular-400d41d.eot	(from https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/css/all.min.css)
22:42:18	751262/751262	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2011%20Jan%202022%2015:35:06%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-brands-400.svg	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-brands-400.svg	(from https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/css/all.min.css)
22:42:23	13548/13548	---M--	200	added ('OK')	font/woff2	date:Tue,%2011%20Jan%202022%2015:35:06%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-regular-400.woff2	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-regular-400.woff2	(from https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/css/all.min.css)
22:42:23	16772/16772	---M--	200	added ('OK')	font/woff	date:Tue,%2011%20Jan%202022%2015:35:06%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-regular-400.woff	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-regular-400.woff	(from https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/css/all.min.css)
22:42:24	34052/34052	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2011%20Jan%202022%2015:35:06%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-regular-400.ttf	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-regular-400.ttf	(from https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/css/all.min.css)
22:42:25	145515/145515	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2011%20Jan%202022%2015:35:06%20GMT	https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-regular-400.svg	C:/Muhammad%20Ayan/Government%20Website%20work/government%20of%20balochis/mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/webfonts/fa-regular-400.svg	(from https://mehedi.asiandevelopers.com/govarnex-demo/assets/vendors/fontawesome/css/all.min.css)
